"FIPS","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4"
54037,0.3182,0.1213,0.4706,0.2849
54041,0.7338,0.7297,0.0653,0.8475
54049,0.5535,0.4046,0.2884,0.6336
54051,0.4433,0.3725,0.0306,0.2385
54053,0.7268,0.503,0.0293,0.7154
54057,0.5424,0.8905,0.3996,0.4731
54065,0.5076,0.1697,0.0901,0.1337
54067,0.7503,0.6635,0.0105,0.5759
54073,0.5857,0.5963,0.0487,0.5549
54079,0.0975,0.1837,0.0866,0.1159
54083,0.751,0.3578,0.0185,0.8545
54085,0.7656,0.6011,0.0465,0.106
54091,0.6968,0.4741,0.043,0.5855
54095,0.6185,0.3286,0.0201,0.1032
54097,0.858,0.5043,0.0169,0.8669
54103,0.7955,0.7596,0.0105,0.2413
54107,0.4697,0.7635,0.0618,0.4085
55003,0.485,0.6275,0.2805,0.7886
55005,0.2484,0.5753,0.2974,0.5307
55009,0.1366,0.2757,0.7297,0.5482
55011,0.1096,0.1471,0.2945,0.084
55015,0.0131,0.1105,0.3801,0.0388
55017,0.1796,0.2856,0.2649,0.4537
55021,0.0631,0.1394,0.3623,0.334
55023,0.2997,0.461,0.291,0.7523
55027,0.207,0.1079,0.3706,0.4718
55031,0.2111,0.34,0.1964,0.6679
55035,0.2172,0.0439,0.5075,0.5896
55039,0.1354,0.1044,0.4467,0.5419
55041,0.6182,0.8026,0.3913,0.4062
55043,0.3239,0.0417,0.1414,0.6619
55045,0.0459,0.2713,0.2728,0.0764
55047,0.2481,0.3499,0.4097,0.4273
55049,0.0306,0.1745,0.1716,0.0353
55053,0.4162,0.4394,0.4292,0.7278
55055,0.1401,0.1032,0.4731,0.4311
55057,0.4067,0.3448,0.2394,0.6441
55061,0.0831,0.1289,0.2869,0.1245
55065,0.2003,0.4565,0.3429,0.1108
55067,0.5121,0.5342,0.256,0.2665
55069,0.1627,0.1866,0.049,0.3082
55071,0.1755,0.1315,0.4839,0.2432
55073,0.1159,0.0914,0.539,0.2722
55075,0.3433,0.6173,0.0933,0.4202
55077,0.4156,0.3633,0.2697,0.2174
55081,0.2841,0.702,0.4699,0.638
55083,0.1854,0.1375,0.2194,0.078
55087,0.0506,0.0993,0.504,0.2229
55089,0.0051,0.0589,0.277,0.1117
55091,0.2032,0.2289,0.1706,0.1554
55093,0.0439,0.0258,0.3747,0.4661
55095,0.143,0.3926,0.1414,0.1076
55097,0.1793,0.0312,0.4008,0.5788
55101,0.2892,0.5396,0.7109,0.4839
55103,0.3121,0.4301,0.2837,0.4467
55105,0.3825,0.6186,0.5954,0.3814
55107,0.4602,0.6533,0.1958,0.3015
55109,0.0038,0.1493,0.2528,0.0567
55111,0.1825,0.298,0.4027,0.4011
55115,0.1631,0.219,0.3075,0.2238
55117,0.0994,0.1385,0.5635,0.5476
55119,0.2904,0.4018,0.2471,0.2063
55121,0.2013,0.3849,0.5657,0.3263
55123,0.3975,0.2869,0.2658,0.696
55127,0.2315,0.1067,0.653,0.4285
55131,0.0083,0.079,0.2786,0.0433
55135,0.1389,0.3308,0.2954,0.3352
55137,0.3567,0.2483,0.5043,0.4951
55141,0.1446,0.3407,0.3457,0.1948
56003,0.4452,0.695,0.4613,0.2283
56007,0.2274,0.3343,0.7673,0.8198
56009,0.1975,0.2983,0.2448,0.4155
56011,0.0573,0.1293,0.0837,0.1668
56013,0.4041,0.8023,0.4158,0.7106
56015,0.3662,0.3193,0.5444,0.2738
56019,0.092,0.5642,0.1165,0.4142
56021,0.1729,0.2862,0.5629,0.4031
56025,0.1436,0.5431,0.4438,0.4766
56029,0.0287,0.142,0.3553,0.1684
56031,0.1067,0.4368,0.4454,0.036
56033,0.0143,0.1939,0.2372,0.3664
56035,0.0357,0.2687,0.348,0.015
56043,0.4293,0.6482,0.3687,0.2751
56045,0.3022,0.226,0.4276,0.6581
1003,0.2232,0.199,0.4358,0.3359
1019,0.6879,0.4492,0.2751,0.2741
1021,0.7685,0.8513,0.6966,0.3636
1027,0.8162,0.6673,0.4247,0.1579
1041,0.7271,0.8596,0.6979,0.2353
1049,0.8035,0.7354,0.7625,0.4779
1057,0.8306,0.8071,0.2216,0.5454
1061,0.9376,0.9169,0.4626,0.2716
1073,0.5185,0.5833,0.8099,0.6211
1075,0.8726,0.7214,0.2034,0.3251
1081,0.5465,0.1522,0.7189,0.9214
1093,0.778,0.8475,0.3002,0.4209
1109,0.9143,0.2846,0.8214,0.9233
1123,0.8771,0.8848,0.4215,0.8685
1125,0.6,0.1324,0.7087,0.809
2068,0.1561,0.0032,0.454,0.5536
2090,0.1876,0.1882,0.5747,0.7529
2110,0.1025,0.0226,0.737,0.9322
2122,0.3169,0.2572,0.4588,0.7402
2195,0.1643,0.8927,0.7657,0.93
2220,0.0576,0.1917,0.7272,0.9417
2230,0.1532,0.0099,0.3919,0.8115
2275,0.2787,0.6348,0.6778,0.8052
4003,0.6732,0.8017,0.9226,0.936
4019,0.6061,0.5689,0.9277,0.9825
4025,0.4411,0.3871,0.6609,0.5791
5003,0.828,0.9287,0.7415,0.49
5005,0.4268,0.5145,0.0729,0.3158
5007,0.1742,0.1684,0.8087,0.3136
5015,0.5506,0.377,0.7813,0.524
5019,0.5443,0.5648,0.6351,0.9764
5023,0.5102,0.5151,0.0417,0.0895
5025,0.6401,0.9459,0.383,0.2038
5029,0.6847,0.9195,0.5622,0.5393
5031,0.5662,0.8695,0.6062,0.9058
5043,0.7424,0.6049,0.391,0.9456
5055,0.7016,0.9102,0.1515,0.3843
5059,0.7984,0.7784,0.4043,0.8462
5061,0.7443,0.979,0.8631,0.6581
5071,0.7838,0.8551,0.7647,0.7625
5073,0.7271,0.8984,0.5307,0.6367
5075,0.7978,0.8287,0.0901,0.5613
5081,0.6643,0.8838,0.3505,0.4187
5091,0.8051,0.9287,0.3792,0.9822
5103,0.8366,0.9526,0.5078,0.6816
5105,0.7831,0.7211,0.1041,0.6406
5109,0.6471,0.9054,0.588,0.4572
5139,0.7646,0.8768,0.6934,0.503
5143,0.5108,0.2047,0.8348,0.8825
6009,0.314,0.5973,0.5135,0.063
6033,0.7959,0.887,0.8319,0.837
6035,0.6924,0.0535,0.7832,0.7198
6041,0.0334,0.0751,0.8415,0.6985
6043,0.4783,0.3594,0.618,0.5938
6049,0.7529,0.4476,0.7822,0.5769
6057,0.2175,0.2248,0.5524,0.2076
6063,0.2557,0.3684,0.547,0.2388
6091,0.1188,0.1054,0.2646,0.0882
6105,0.657,0.8695,0.5304,0.6307
6109,0.3624,0.3607,0.5505,0.6692
8003,0.8669,0.2958,0.9331,0.9943
8005,0.1022,0.1433,0.8946,0.3613
8007,0.2608,0.1251,0.6224,0.3413
8009,0.5634,0.7291,0.68,0.3941
8013,0.1334,0.0111,0.7157,0.5673
8014,0.008,0.0322,0.6963,0.1458
8015,0.115,0.2913,0.4432,0.4881
8017,0.5038,0.1223,0.6931,0.0624
8027,0.4401,0.3387,0.5552,0.0449
8029,0.6554,0.49,0.6644,0.6466
8035,0.0022,0.0678,0.503,0.0376
8041,0.2379,0.2646,0.7539,0.5782
8043,0.5847,0.405,0.6765,0.7036
8049,0.149,0.0073,0.5333,0.4104
8059,0.0248,0.0232,0.6749,0.1987
8061,0.2185,0.9163,0.384,0.2085
8063,0.3373,0.6902,0.8058,0.4015
8069,0.1487,0.0159,0.5982,0.355
8079,0.0401,0.2872,0.2728,0.0216
8081,0.3086,0.5906,0.6975,0.7329
8091,0.1006,0.1012,0.3317,0.0255
8095,0.1522,0.2178,0.8379,0.3499
8097,0.0271,0.035,0.4941,0.2607
8107,0.0325,0.0038,0.5492,0.4546
8113,0.0124,0.0076,0.5657,0.2677
8115,0.5943,0.8329,0.5536,0.6164
8123,0.2815,0.1519,0.8555,0.5279
9013,0.0806,0.0118,0.5002,0.3461
10003,0.2704,0.106,0.8504,0.5562
10005,0.299,0.3174,0.7679,0.4247
12001,0.5105,0.0115,0.7615,0.8937
12005,0.4389,0.5915,0.6705,0.7144
12009,0.3197,0.3346,0.695,0.3489
12015,0.3783,0.4457,0.6434,0.547
12017,0.6697,0.4989,0.4814,0.5304
12031,0.4704,0.3426,0.8937,0.8281
12035,0.3229,0.3021,0.7784,0.1019
12037,0.8099,0.3333,0.6186,0.8781
12041,0.7382,0.8259,0.5871,0.5314
12045,0.7296,0.3779,0.5097,0.4352
12053,0.6357,0.6721,0.6514,0.213
12069,0.4643,0.5804,0.7622,0.5855
12073,0.5022,0.0334,0.689,0.8497
12075,0.8064,0.7717,0.638,0.469
12083,0.7134,0.6285,0.6998,0.6281
12091,0.2599,0.1923,0.7112,0.6313
12103,0.293,0.2614,0.773,0.8112
12105,0.722,0.7966,0.9061,0.9013
12111,0.6096,0.6122,0.9026,0.4941
12117,0.1965,0.0487,0.8653,0.185
12119,0.15,0.3422,0.5403,0.3104
12121,0.8258,0.9322,0.7249,0.9312
12127,0.4525,0.4406,0.7033,0.5205
12131,0.3561,0.3126,0.5673,0.9503
13013,0.5675,0.5533,0.7962,0.0506
13035,0.8201,0.3222,0.4868,0.8319
13051,0.514,0.3645,0.836,0.8208
13067,0.1583,0.1757,0.9217,0.2264
13083,0.6083,0.1344,0.1897,0.9118
13103,0.2392,0.3785,0.5377,0.1907
13105,0.8487,0.7205,0.7982,0.5234
13117,0.0293,0.0614,0.7845,0.0159
13131,0.8567,0.9764,0.8984,0.5234
13133,0.5328,0.5212,0.7552,0.312
13137,0.6443,0.333,0.8112,0.7163
13149,0.8146,0.5107,0.5021,0.567
13159,0.8538,0.4982,0.5759,0.3493
13171,0.8583,0.056,0.4034,0.3699
13177,0.4586,0.355,0.4015,0.3101
13181,0.6296,0.7654,0.4912,0.2904
13185,0.8312,0.3136,0.7529,0.9398
13195,0.785,0.694,0.6259,0.2168
13201,0.7726,0.6466,0.3387,0.8819
13219,0.0182,0.228,0.5785,0.0096
13221,0.6596,0.3814,0.7354,0.2012
13223,0.2538,0.3142,0.5899,0.0194
13237,0.4761,0.2601,0.7574,0.2719
13241,0.5389,0.4887,0.567,0.462
13255,0.842,0.9029,0.5731,0.724
13257,0.8108,0.5626,0.5291,0.7781
13275,0.7975,0.9424,0.7338,0.8093
13281,0.5538,0.3967,0.0449,0.3639
13285,0.8494,0.8456,0.7577,0.7838
13291,0.3596,0.446,0.3578,0.3005
13293,0.9099,0.5712,0.5912,0.7644
13305,0.8621,0.4779,0.745,0.9752
13317,0.7354,0.8577,0.8822,0.2455
16005,0.5395,0.5524,0.462,0.6753
16007,0.3385,0.6441,0.1971,0.1226
16009,0.721,0.9331,0.3365,0.5581
16011,0.5115,0.6294,0.7918,0.1961
16013,0.2306,0.3018,0.845,0.2518
16015,0.3061,0.163,0.1203,0.0401
16019,0.2586,0.4734,0.645,0.377
16027,0.736,0.5747,0.8462,0.4082
16029,0.1373,0.2346,0.4425,0.3378
16041,0.3083,0.2872,0.3136,0.0583
16043,0.6172,0.1999,0.6845,0.3983
16051,0.3752,0.1235,0.6422,0.1729
16059,0.3411,0.3703,0.2079,0.4779
16061,0.5452,0.8685,0.4559,0.3709
16071,0.4796,0.7593,0.5072,0.0618
16079,0.7532,0.6453,0.4371,0.7749
16081,0.1968,0.0583,0.6504,0.1452
16083,0.4535,0.5084,0.7456,0.3203
16087,0.6608,0.9984,0.7829,0.4336
17005,0.3761,0.0678,0.2607,0.9265
17009,0.4933,0.0267,0.5759,0.9185
17017,0.5869,0.6307,0.8392,0.5272
17025,0.501,0.9691,0.3286,0.511
17033,0.4462,0.3069,0.4839,0.3865
17037,0.4876,0.0872,0.6864,0.6848
17041,0.4169,0.3795,0.4919,0.5447
17043,0.0678,0.0379,0.8526,0.3079
17051,0.7962,0.5021,0.2677,0.4623
17059,0.5557,0.9825,0.1229,0.1608
17071,0.2911,0.4292,0.0382,0.0188
17085,0.1331,0.219,0.2633,0.0427
17087,0.6299,0.2674,0.2248,0.5762
17089,0.3398,0.2286,0.9309,0.2958
17093,0.1118,0.2069,0.8239,0.0478
17095,0.5987,0.46,0.4358,0.8294
17101,0.7347,0.5673,0.4823,0.8777
17103,0.2854,0.178,0.4524,0.5266
17107,0.3427,0.1092,0.2763,0.4228
17113,0.142,0.0271,0.582,0.6393
17121,0.7124,0.936,0.2821,0.6517
17135,0.5548,0.1971,0.2343,0.5689
17137,0.4373,0.5352,0.3263,0.7358
17139,0.286,0.263,0.1299,0.7354
17145,0.7032,0.5737,0.2423,0.7854
17157,0.5411,0.2598,0.3741,0.5635
17169,0.6433,0.8634,0.5014,0.2257
17177,0.4354,0.8618,0.3617,0.4301
17183,0.7197,0.8854,0.539,0.7587
18011,0.0073,0.1429,0.4046,0.1242
18017,0.6484,0.6912,0.7943,0.5088
18039,0.5567,0.6969,0.8077,0.7966
18053,0.7774,0.8453,0.2541,0.6673
18057,0.0032,0.121,0.5511,0.035
18075,0.6844,0.8965,0.2232,0.6348
18077,0.493,0.54,0.2165,0.5645
18121,0.601,0.3053,0.291,0.8698
18123,0.3717,0.4553,0.0926,0.5205
18133,0.3968,0.1137,0.3362,0.7186
18153,0.5669,0.6301,0.1913,0.9357
18163,0.4471,0.4597,0.4626,0.7096
18167,0.7207,0.5027,0.4021,0.8421
19009,0.192,0.2063,0.0599,0.0159
19013,0.3366,0.1656,0.6616,0.6663
19019,0.0659,0.5256,0.0357,0.1277
19025,0.1726,0.4416,0.0831,0.3107
19053,0.6108,0.4374,0.3085,0.9542
19057,0.3822,0.8895,0.3365,0.3964
19059,0.0111,0.4158,0.1929,0.263
19063,0.2096,0.5848,0.6046,0.5374
19103,0.201,0.006,0.7494,0.8593
19113,0.0538,0.2025,0.5209,0.3938
19115,0.4809,0.1812,0.8176,0.3438
19119,0.0981,0.248,0.2537,0.0398
19127,0.4717,0.5119,0.8711,0.7415
19137,0.4965,0.9592,0.3356,0.2916
19153,0.1611,0.2907,0.7666,0.6157
19157,0.1618,0.0917,0.3658,0.3623
19167,0.1274,0.0901,0.6234,0.4922
19191,0.0369,0.0347,0.099,0.1767
19193,0.4261,0.6699,0.823,0.7911
20003,0.3516,0.6339,0.0369,0.2451
20005,0.4624,0.3209,0.2939,0.8163
20021,0.5245,0.8335,0.1694,0.219
20023,0.1178,0.5807,0.4865,0.0134
20033,0.0519,0.5234,0.1146,0.1398
20039,0.2873,0.4244,0.3295,0.0583
20043,0.3936,0.1442,0.1369,0.4346
20045,0.2965,0.0057,0.5883,0.6991
20047,0.2834,0.4024,0.8169,0.2754
20053,0.2838,0.2767,0.3996,0.7959
20063,0.1863,0.4425,0.2127,0.0589
20065,0.2236,0.5692,0.2521,0.0484
20073,0.2287,0.8274,0.1382,0.1821
20089,0.2596,0.3792,0.0933,0.0535
20091,0.0061,0.1057,0.6861,0.0783
20129,0.3742,0.7612,0.8513,0.0812
20135,0.0869,0.5018,0.6472,0.0544
20137,0.2707,0.0834,0.497,0.6555
20145,0.3293,0.6367,0.4212,0.1656
20149,0.1475,0.2066,0.4002,0.2254
20153,0.0838,0.4868,0.5683,0.0621
20157,0.0984,0.1589,0.0812,0.2092
20171,0.2398,0.0977,0.7787,0.4527
20177,0.2484,0.482,0.6991,0.7755
20183,0.1732,0.4906,0.0729,0.0223
20187,0.5137,0.653,0.8539,0.1286
20203,0.1879,0.8825,0.8707,0.2872
20205,0.4838,0.9901,0.1843,0.6514
20207,0.8172,0.6765,0.2802,0.0471
21001,0.8732,0.205,0.1515,0.9303
21019,0.7118,0.8717,0.1184,0.7657
21021,0.4994,0.3346,0.4677,0.4155
21027,0.8248,0.6246,0.2706,0.7498
21031,0.8061,0.8281,0.4311,0.6641
21033,0.4561,0.8797,0.2127,0.5138
21035,0.6576,0.064,0.3391,0.8026
21037,0.2672,0.0694,0.2267,0.6778
21057,0.8385,0.3228,0.0984,0.4632
21061,0.8911,0.3919,0.1334,0.588
21067,0.3841,0.0774,0.8029,0.7701
21077,0.7048,0.3782,0.3801,0.6813
21081,0.5975,0.8663,0.1057,0.6087
21085,0.7946,0.6995,0.1016,0.5501
21105,0.6994,0.6326,0.2728,0.496
21111,0.3812,0.3795,0.8001,0.7128
21113,0.5471,0.7552,0.5514,0.2703
21137,0.9061,0.7771,0.1751,0.4623
21139,0.5191,0.545,0.0201,0.2079
21155,0.9124,0.9465,0.3731,0.8379
21167,0.7166,0.4136,0.3556,0.1369
21173,0.7971,0.95,0.2499,0.7065
21177,0.8672,0.5288,0.1407,0.4791
21183,0.8389,0.8879,0.1223,0.2101
21187,0.6742,0.858,0.1503,0.3282
21197,0.8847,0.8418,0.0398,0.7927
21221,0.551,0.6886,0.2939,0.1525
21225,0.8105,0.2926,0.2805,0.3792
21233,0.7666,0.8045,0.4518,0.7112
22005,0.3395,0.5501,0.6985,0.2658
22011,0.7153,0.8666,0.3855,0.3871
22023,0.3713,0.1092,0.6313,0.227
22053,0.8264,0.9408,0.3098,0.6683
22057,0.7019,0.68,0.6915,0.6727
22073,0.7697,0.6463,0.5352,0.9516
22079,0.749,0.901,0.6918,0.9335
22081,0.7723,0.8507,0.687,0.5712
22089,0.322,0.4877,0.6584,0.2436
22099,0.7548,0.7297,0.7654,0.5053
22111,0.7306,0.5129,0.68,0.8647
22121,0.5561,0.6835,0.5489,0.9424
22123,0.9207,0.7262,0.305,0.2521
22125,0.7439,0.1009,0.6425,0.8453
23003,0.5825,0.6189,0.2989,0.7542
23015,0.1471,0.5008,0.0783,0.1796
24003,0.0803,0.0586,0.7549,0.3645
24005,0.1707,0.1952,0.865,0.618
24011,0.5226,0.7501,0.7138,0.2786
24017,0.0398,0.2814,0.8325,0.1283
24027,0.0127,0.0739,0.9124,0.1745
24041,0.0908,0.4117,0.6807,0.0414
24045,0.5771,0.2623,0.8599,0.9421
25001,0.0468,0.1159,0.4301,0.0942
25005,0.3831,0.3177,0.7682,0.6466
25015,0.2471,0.0194,0.5734,0.687
25021,0.0656,0.0252,0.7994,0.6603
25027,0.2322,0.0952,0.7899,0.7931
26003,0.5666,0.2353,0.3521,0.545
26009,0.2726,0.2888,0.2283,0.0739
26011,0.7717,0.6396,0.1503,0.2709
26013,0.686,0.5638,0.3512,0.7396
26019,0.2497,0.3184,0.1897,0.0767
26025,0.5682,0.7918,0.6262,0.7214
26031,0.5646,0.5075,0.1843,0.1143
26039,0.6389,0.631,0.1159,0.2022
26045,0.1924,0.4164,0.5855,0.4126
26051,0.7057,0.6565,0.15,0.4788
26057,0.6682,0.4206,0.3569,0.7001
26065,0.5236,0.0716,0.7571,0.8574
26071,0.4538,0.3843,0.0793,0.3594
26077,0.3481,0.1496,0.5737,0.6947
26081,0.2812,0.311,0.7988,0.6501
26083,0.2296,0.6154,0.0248,0.0347
26089,0.0815,0.0933,0.3983,0.0242
26101,0.499,0.3448,0.2795,0.5011
26125,0.0834,0.0455,0.7593,0.184
26131,0.5462,0.3196,0.1455,0.1952
26141,0.5955,0.4011,0.2579,0.072
26161,0.1694,0.0054,0.7402,0.7873
27001,0.3882,0.4897,0.135,0.4266
27007,0.6306,0.7284,0.4015,0.9522
27009,0.2344,0.4928,0.3247,0.8755
27011,0.1713,0.3457,0.1589,0.4804
27013,0.3035,0.0395,0.4247,0.7549
27019,3e-04,0.0688,0.3499,0.0809
27021,0.3471,0.7857,0.2773,0.3158
27027,0.107,0.1051,0.4062,0.7157
27037,0.0197,0.2031,0.7068,0.1496
27039,0.0178,0.3916,0.3244,0.0653
27057,0.1516,0.5431,0.2477,0.3266
27073,0.057,0.2961,0.2461,0.2292
27075,0.0697,0.1636,0.2881,0.3095
27077,0.1987,0.1525,0.1219,0.4706
27081,0.158,0.3951,0.0146,0.1009
27083,0.208,0.3534,0.6498,0.7978
27095,0.4274,0.9004,0.2404,0.8042
27099,0.3656,0.6756,0.801,0.7116
27101,0.0959,0.2292,0.4667,0.1168
27109,0.0385,0.1968,0.7198,0.5871
27113,0.1073,0.5466,0.2904,0.7135
27117,0.2551,0.5769,0.6874,0.5823
27119,0.214,0.3604,0.4409,0.7303
27131,0.2048,0.0812,0.7119,0.8723
27139,0.014,0.0885,0.6956,0.2321
27141,0.0264,0.2241,0.306,0.2426
27145,0.2637,0.1328,0.6132,0.7806
27149,0.1777,0.0309,0.6208,0.6539
27155,0.1369,0.6788,0.3375,0.3754
27159,0.4678,0.9933,0.0837,0.7962
27165,0.3701,0.7393,0.8593,0.2808
27169,0.251,0.0162,0.4008,0.7743
27171,0.0207,0.1321,0.3152,0.1509
28019,0.928,0.7736,0.3448,0.8074
28037,0.728,0.886,0.4155,0.1592
28067,0.7968,0.9233,0.7237,0.766
28073,0.5545,0.6199,0.511,0.3919
28075,0.7653,0.921,0.6402,0.9688
28077,0.8608,0.6374,0.4438,0.2926
28085,0.8054,0.8109,0.3887,0.6033
28131,0.7191,0.4725,0.3301,0.5985
28137,0.8197,0.5979,0.6921,0.8768
28139,0.9054,0.9236,0.4906,0.6068
28149,0.7481,0.8516,0.6558,0.8354
28155,0.7752,0.9704,0.3126,0.1108
29005,0.1949,0.4308,0.0293,0.0742
29009,0.7395,0.7778,0.6886,0.3384
29017,0.7245,0.6355,0.0665,0.3534
29019,0.3102,0.0216,0.6313,0.7144
29027,0.3981,0.276,0.2697,0.483
29035,0.7949,0.9978,0.0519,0.468
29053,0.4576,0.5123,0.2187,0.4852
29065,0.8188,0.8997,0.0471,0.4123
29067,0.8564,0.6329,0.1547,0.2047
29077,0.4252,0.1445,0.4062,0.8087
29093,0.8777,0.8806,0.0519,0.7861
29095,0.358,0.4788,0.8201,0.5479
29101,0.4522,0.0458,0.3206,0.8036
29111,0.4904,0.3079,0.1726,0.7771
29117,0.5127,0.4916,0.1277,0.4495
29123,0.6312,0.5492,0.0793,0.574
29135,0.6045,0.1802,0.4769,0.639
29147,0.5315,0.0188,0.1706,0.5384
29163,0.5895,0.3419,0.3645,0.6794
29165,0.0213,0.2375,0.5638,0.1254
29169,0.6363,0.3066,0.6336,0.7323
29175,0.6774,0.4317,0.163,0.7256
29179,0.8175,0.6648,0.0637,0.4027
29187,0.6914,0.5842,0.2353,0.9112
29201,0.7111,0.9637,0.4333,0.6017
29207,0.7398,0.7536,0.0544,0.2445
29209,0.5169,0.4085,0.107,0.4438
29211,0.6115,0.3588,0.8093,0.4944
29213,0.6513,0.8443,0.4422,0.9526
29225,0.6322,0.3763,0.4088,0.8335
30011,0.1242,0.1407,0.0083,0.2165
30019,0.0048,0.4069,0.078,0.0869
30037,0.2417,0.255,0.283,0.0054
30039,0.1844,0.3321,0.0201,0.1299
30055,0.0857,0.1309,0.3578,0.155
30057,0.0634,0.1254,0.5638,0.3954
30065,0.6659,0.2728,0.114,0.3066
30077,0.3213,0.2362,0.1894,0.4998
30079,0.2414,0.6488,0.0025,0.0322
30087,0.7519,0.4298,0.4616,0.4409
30089,0.7248,0.3976,0.2254,0.1016
30093,0.4726,0.4018,0.2986,0.8415
30097,0.0328,0.263,0.0876,0.0099
30109,0.4707,0.9577,0.3852,0.0697
31009,0.1443,0.1843,0.3082,0.1261
31013,0.2901,0.4763,0.446,0.4744
31015,0.1057,0.6288,0.1414,0.0847
31017,0.2169,0.2512,0.2225,0.1636
31029,0.172,0.1805,0.6794,0.0901
31045,0.2127,0.0732,0.2159,0.5441
31049,0.3121,0.4355,0.5275,0.0137
31055,0.2338,0.3079,0.8459,0.6606
31057,0.3666,0.6555,0.6689,0.0509
31061,0.2022,0.3575,0.1579,0.0481
31063,0.1344,0.4075,0.0341,0.2222
31069,0.0328,0.3359,0.0519,0.0287
31071,0.0624,0.5049,0.0131,0.086
31073,0.0096,0.1121,0.0812,0.0315
31077,0.1299,0.5377,0.0764,0.0175
31083,0.2124,0.525,0.2257,0.0662
31087,0.2691,0.8188,0.0863,0.1372
31097,0.3414,0.4263,0.7141,0.8287
31101,0.2341,0.4362,0.3021,0.2932
31105,0.529,0.9672,0.4524,0.2423
31109,0.1573,0.0774,0.6988,0.6925
31113,0.1494,0.2442,0.3677,0.1009
31115,0.0439,0.2429,0.0048,0.0067
31117,0.3682,0.1646,0.0417,0.0643
31119,0.3331,0.2993,0.7896,0.6848
31129,0.1994,0.4556,0.326,0.1598
31141,0.2067,0.1847,0.8032,0.3442
31149,0.0076,0.0926,0.1592,0.0713
31151,0.501,0.3438,0.8784,0.5339
31159,0.0347,0.1098,0.155,0.2394
31161,0.3525,0.8571,0.49,0.7736
31163,0.1529,0.3403,0.1764,0.0627
31169,0.0796,0.4578,0.1334,0.0608
31175,0.1258,0.5766,0.2194,0.1859
31179,0.1914,0.0108,0.3932,0.3645
32005,0.1239,0.2658,0.667,0.1452
32007,0.3283,0.3961,0.8434,0.5893
32011,0.0156,0.3757,0.1722,0.1824
32033,0.3691,0.1544,0.6364,0.4935
32510,0.4615,0.872,0.843,0.9605
33003,0.0605,0.2496,0.0408,0.2111
33011,0.0927,0.0599,0.6492,0.4998
34009,0.3127,0.1665,0.5798,0.5202
34025,0.0924,0.0436,0.7864,0.3126
34027,0.0389,0.0261,0.8281,0.2881
34035,0.0318,0.0293,0.8914,0.1777
35027,0.385,0.3865,0.8812,0.3301
35043,0.5264,0.361,0.8749,0.1847
35055,0.7331,0.8243,0.9074,0.6606
35059,0.5096,0.6415,0.9249,0.5014
36003,0.614,0.4215,0.2397,0.829
36007,0.5217,0.2951,0.6116,0.8303
36009,0.6111,0.6835,0.4117,0.8968
36011,0.3834,0.4731,0.3327,0.8329
36013,0.6602,0.5466,0.5584,0.7921
36015,0.3866,0.6737,0.3158,0.6899
36019,0.4736,0.2006,0.3983,0.9061
36029,0.2806,0.2149,0.723,0.6355
36033,0.6873,0.3556,0.447,0.8908
36043,0.5433,0.5193,0.2693,0.7106
36051,0.3503,0.0761,0.3203,0.8278
36055,0.3621,0.2884,0.8039,0.6574
36057,0.7414,0.8504,0.6667,0.7138
36059,0.0764,0.0392,0.9105,0.5546
36065,0.472,0.554,0.7179,0.8679
36071,0.2646,0.2044,0.8777,0.9004
36077,0.4596,0.1025,0.3457,0.8153
36089,0.678,0.4499,0.4244,0.943
36093,0.3385,0.1162,0.7042,0.6135
36099,0.3745,0.4034,0.4091,0.6832
36105,0.5678,0.6543,0.7841,0.8962
36123,0.3971,0.2222,0.2869,0.8691
37003,0.7029,0.3505,0.5807,0.5696
37011,0.6475,0.2636,0.538,0.8071
37013,0.7137,0.744,0.717,0.3996
37019,0.3592,0.348,0.5603,0.3419
37029,0.585,0.4253,0.5234,0.0341
37033,0.8261,0.2792,0.7316,0.8981
37039,0.7,0.4276,0.3457,0.2884
37043,0.3707,0.3375,0.2311,0.2044
37045,0.864,0.7039,0.5174,0.7654
37047,0.8637,0.907,0.8115,0.9007
37067,0.522,0.2798,0.8895,0.7835
37073,0.5449,0.5129,0.4161,0.1372
37081,0.4631,0.2474,0.9064,0.7619
37085,0.7497,0.5654,0.8144,0.5982
37089,0.193,0.2916,0.7144,0.4167
37099,0.5841,0.1305,0.6409,0.8733
37105,0.7545,0.7237,0.9156,0.6447
37111,0.715,0.8103,0.5365,0.7539
37113,0.4338,0.4002,0.5575,0.2232
37117,0.8373,0.9258,0.6441,0.1955
37129,0.3726,0.0707,0.6628,0.6205
37135,0.1701,0.014,0.8278,0.8367
37137,0.5774,0.433,0.6909,0.8551
37143,0.6232,0.2935,0.6549,0.2961
37149,0.2395,0.348,0.4623,0.7338
37173,0.8459,0.717,0.5151,0.5498
37175,0.4866,0.2744,0.4604,0.3992
37179,0.2217,0.1598,0.7969,0.0888
37183,0.1019,0.1359,0.8596,0.4384
37191,0.8016,0.8402,0.923,0.9427
37193,0.7812,0.5759,0.5584,0.4578
37195,0.8462,0.8373,0.8793,0.8644
37199,0.7997,0.4534,0.4683,0.2601
38013,0.0153,0.0949,0.0697,0.0707
38015,0.0137,0.1652,0.3101,0.7227
38017,0.0475,0.0427,0.5438,0.5323
